Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Mon Apr 8 2002,10:00p,Los Angeles Clippers,100,Seattle SuperSonics,102,Box Score,,17072,
Mon Apr 8 2002,10:30p,Minnesota Timberwolves,100,Golden State Warriors,93,Box Score,,13261,
Tue Apr 9 2002,7:00p,Charlotte Hornets,80,Toronto Raptors,84,Box Score,,19800,
Tue Apr 9 2002,7:30p,Houston Rockets,117,Miami Heat,120,Box Score,2OT,15223,
Tue Apr 9 2002,7:30p,Washington Wizards,88,New Jersey Nets,101,Box Score,,18554,
Tue Apr 9 2002,7:30p,Orlando Magic,108,New York Knicks,97,Box Score,,19763,
Tue Apr 9 2002,8:00p,Denver Nuggets,86,Memphis Grizzlies,97,Box Score,,11208,
Tue Apr 9 2002,8:00p,Philadelphia 76ers,92,Milwaukee Bucks,90,Box Score,,18717,
Tue Apr 9 2002,8:30p,Portland Trail Blazers,96,Dallas Mavericks,108,Box Score,,20110,
Tue Apr 9 2002,10:00p,Seattle SuperSonics,92,Phoenix Suns,99,Box Score,,16667,
Tue Apr 9 2002,10:30p,Utah Jazz,82,Los Angeles Lakers,112,Box Score,,18997,
Tue Apr 9 2002,10:30p,Minnesota Timberwolves,103,Sacramento Kings,122,Box Score,,17317,
Wed Apr 10 2002,7:00p,Atlanta Hawks,101,Charlotte Hornets,95,Box Score,,10306,
Wed Apr 10 2002,7:00p,Milwaukee Bucks,81,Cleveland Cavaliers,106,Box Score,,13824,
Wed Apr 10 2002,7:00p,Philadelphia 76ers,77,Washington Wizards,90,Box Score,,20674,
Wed Apr 10 2002,7:30p,Chicago Bulls,102,Detroit Pistons,101,Box Score,,18598,
Wed Apr 10 2002,8:00p,Miami Heat,65,Boston Celtics,70,Box Score,,14859,
Wed Apr 10 2002,8:00p,Toronto Raptors,82,Indiana Pacers,98,Box Score,,16337,
Wed Apr 10 2002,8:30p,Denver Nuggets,79,San Antonio Spurs,87,Box Score,,19893,
Wed Apr 10 2002,10:30p,Sacramento Kings,118,Golden State Warriors,116,Box Score,,16232,
Thu Apr 11 2002,7:30p,Chicago Bulls,104,New York Knicks,101,Box Score,OT,19763,
Thu Apr 11 2002,8:00p,Portland Trail Blazers,99,Memphis Grizzlies,102,Box Score,,13248,
Thu Apr 11 2002,8:00p,New Jersey Nets,101,Orlando Magic,99,Box Score,OT,16549,
Thu Apr 11 2002,8:30p,Houston Rockets,98,Dallas Mavericks,95,Box Score,OT,20098,
Thu Apr 11 2002,10:00p,Utah Jazz,97,Phoenix Suns,96,Box Score,,17158,
Thu Apr 11 2002,10:30p,Minnesota Timberwolves,83,Los Angeles Lakers,96,Box Score,,18997,
Fri Apr 12 2002,7:00p,Washington Wizards,91,Philadelphia 76ers,100,Box Score,,20823,
Fri Apr 12 2002,7:00p,Atlanta Hawks,73,Toronto Raptors,112,Box Score,,19800,
Fri Apr 12 2002,7:30p,New York Knicks,92,Boston Celtics,107,Box Score,,18624,
Fri Apr 12 2002,7:30p,Cleveland Cavaliers,100,Charlotte Hornets,112,Box Score,,12564,
Fri Apr 12 2002,7:30p,Orlando Magic,94,Miami Heat,99,Box Score,,16500,
Fri Apr 12 2002,8:00p,San Antonio Spurs,96,Detroit Pistons,86,Box Score,,22076,
Fri Apr 12 2002,8:00p,Milwaukee Bucks,107,Indiana Pacers,112,Box Score,OT,18345,
Fri Apr 12 2002,8:30p,Portland Trail Blazers,80,Houston Rockets,79,Box Score,,12316,
Fri Apr 12 2002,9:00p,Golden State Warriors,89,Denver Nuggets,97,Box Score,,17154,
Fri Apr 12 2002,10:30p,Sacramento Kings,125,Los Angeles Clippers,106,Box Score,,19818,
Sat Apr 13 2002,7:00p,Cleveland Cavaliers,123,Atlanta Hawks,128,Box Score,2OT,15282,
Sat Apr 13 2002,8:00p,San Antonio Spurs,113,Memphis Grizzlies,92,Box Score,,19405,
Sat Apr 13 2002,8:00p,Dallas Mavericks,116,Seattle SuperSonics,99,Box Score,,17072,
Sat Apr 13 2002,8:30p,Detroit Pistons,124,Chicago Bulls,106,Box Score,,22656,
Sat Apr 13 2002,9:00p,Phoenix Suns,94,Denver Nuggets,98,Box Score,,16807,
Sat Apr 13 2002,10:30p,Utah Jazz,109,Golden State Warriors,101,Box Score,,14196,
Sat Apr 13 2002,10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,98,Box Score,,19567,
Sun Apr 14 2002,12:30p,Philadelphia 76ers,95,Orlando Magic,89,Box Score,,17248,
Sun Apr 14 2002,1:00p,Indiana Pacers,86,Washington Wizards,80,Box Score,,20674,
Sun Apr 14 2002,3:00p,Charlotte Hornets,91,Milwaukee Bucks,98,Box Score,,18717,
Sun Apr 14 2002,5:30p,Los Angeles Lakers,120,Portland Trail Blazers,128,Box Score,2OT,20580,
Sun Apr 14 2002,5:30p,New Jersey Nets,82,Toronto Raptors,101,Box Score,,19800,
Sun Apr 14 2002,8:00p,New York Knicks,94,Miami Heat,67,Box Score,,16500,
Sun Apr 14 2002,8:30p,Memphis Grizzlies,98,Houston Rockets,95,Box Score,,10893,
Sun Apr 14 2002,9:00p,Dallas Mavericks,113,Sacramento Kings,100,Box Score,,17317,
Mon Apr 15 2002,7:00p,Chicago Bulls,98,Philadelphia 76ers,96,Box Score,,20801,
Mon Apr 15 2002,8:00p,Boston Celtics,93,Minnesota Timberwolves,90,Box Score,,17009,
Mon Apr 15 2002,10:30p,Seattle SuperSonics,104,Los Angeles Lakers,111,Box Score,,18997,
Tue Apr 16 2002,7:00p,Indiana Pacers,99,Cleveland Cavaliers,95,Box Score,,16591,
Tue Apr 16 2002,7:00p,New York Knicks,112,Washington Wizards,116,Box Score,,20674,
Tue Apr 16 2002,7:30p,Orlando Magic,102,Atlanta Hawks,95,Box Score,,13931,
Tue Apr 16 2002,7:30p,Charlotte Hornets,88,Miami Heat,81,Box Score,,15469,
Tue Apr 16 2002,8:00p,Toronto Raptors,89,Milwaukee Bucks,105,Box Score,,17086,
Tue Apr 16 2002,8:00p,Detroit Pistons,103,New Jersey Nets,98,Box Score,,15084,
Tue Apr 16 2002,8:30p,Utah Jazz,87,Dallas Mavericks,96,Box Score,,20068,
Tue Apr 16 2002,8:30p,Phoenix Suns,71,San Antonio Spurs,95,Box Score,,30186,
Tue Apr 16 2002,9:00p,Houston Rockets,70,Denver Nuggets,101,Box Score,,15717,
Tue Apr 16 2002,10:00p,Golden State Warriors,106,Sacramento Kings,120,Box Score,,17317,
Tue Apr 16 2002,10:30p,Memphis Grizzlies,84,Los Angeles Clippers,92,Box Score,,20264,
Wed Apr 17 2002,7:00p,Atlanta Hawks,81,Boston Celtics,89,Box Score,,17576,
Wed Apr 17 2002,7:00p,Chicago Bulls,106,Charlotte Hornets,112,Box Score,,10565,
Wed Apr 17 2002,7:00p,Cleveland Cavaliers,85,Toronto Raptors,103,Box Score,,19800,
Wed Apr 17 2002,7:30p,Milwaukee Bucks,89,Detroit Pistons,123,Box Score,,19473,
Wed Apr 17 2002,7:30p,New Jersey Nets,99,New York Knicks,94,Box Score,,19763,
Wed Apr 17 2002,7:30p,Miami Heat,103,Orlando Magic,89,Box Score,,16510,
Wed Apr 17 2002,8:00p,Philadelphia 76ers,80,Indiana Pacers,103,Box Score,,18345,
Wed Apr 17 2002,8:00p,Denver Nuggets,90,Minnesota Timberwolves,104,Box Score,,16779,
Wed Apr 17 2002,9:00p,San Antonio Spurs,86,Utah Jazz,84,Box Score,,19490,
Wed Apr 17 2002,10:00p,Dallas Mavericks,76,Phoenix Suns,89,Box Score,,19023,
Wed Apr 17 2002,10:00p,Houston Rockets,79,Portland Trail Blazers,92,Box Score,,19993,
Wed Apr 17 2002,10:00p,Memphis Grizzlies,94,Seattle SuperSonics,109,Box Score,,17072,
Wed Apr 17 2002,10:30p,Los Angeles Clippers,103,Golden State Warriors,107,Box Score,,16371,
Wed Apr 17 2002,10:30p,Sacramento Kings,95,Los Angeles Lakers,109,Box Score,,18997,
Sat Apr 20 2002,12:30p,Indiana Pacers,89,New Jersey Nets,83,Box Score,,18555,
Sat Apr 20 2002,3:00p,Utah Jazz,86,Sacramento Kings,89,Box Score,,17317,
Sat Apr 20 2002,5:30p,Seattle SuperSonics,89,San Antonio Spurs,110,Box Score,,23634,
Sat Apr 20 2002,8:30p,Orlando Magic,79,Charlotte Hornets,80,Box Score,,9505,
Sun Apr 21 2002,12:30p,Philadelphia 76ers,82,Boston Celtics,92,Box Score,,18624,
Sun Apr 21 2002,3:00p,Minnesota Timberwolves,94,Dallas Mavericks,101,Box Score,,20010,
Sun Apr 21 2002,5:30p,Portland Trail Blazers,87,Los Angeles Lakers,95,Box Score,,18997,
Sun Apr 21 2002,8:30p,Toronto Raptors,63,Detroit Pistons,85,Box Score,,22076,
Mon Apr 22 2002,7:00p,Indiana Pacers,79,New Jersey Nets,95,Box Score,,20049,
Mon Apr 22 2002,9:30p,Seattle SuperSonics,98,San Antonio Spurs,90,Box Score,,23059,
Tue Apr 23 2002,8:00p,Orlando Magic,111,Charlotte Hornets,103,Box Score,OT,10323,
Tue Apr 23 2002,10:30p,Utah Jazz,93,Sacramento Kings,86,Box Score,,17317,
Wed Apr 24 2002,7:00p,Toronto Raptors,91,Detroit Pistons,96,Box Score,,22076,
Wed Apr 24 2002,9:30p,Minnesota Timberwolves,110,Dallas Mavericks,122,Box Score,,20084,
Thu Apr 25 2002,8:00p,Philadelphia 76ers,85,Boston Celtics,93,Box Score,,18624,
Thu Apr 25 2002,10:30p,Portland Trail Blazers,96,Los Angeles Lakers,103,Box Score,,18997,
Fri Apr 26 2002,8:30p,New Jersey Nets,85,Indiana Pacers,84,Box Score,,18345,
Sat Apr 27 2002,12:30p,Charlotte Hornets,110,Orlando Magic,100,Box Score,OT,16754,
Sat Apr 27 2002,3:00p,Sacramento Kings,90,Utah Jazz,87,Box Score,,19911,
Sat Apr 27 2002,5:30p,San Antonio Spurs,102,Seattle SuperSonics,75,Box Score,,17072,
Sat Apr 27 2002,8:30p,Detroit Pistons,84,Toronto Raptors,94,Box Score,,20138,
Sun Apr 28 2002,12:30p,Boston Celtics,103,Philadelphia 76ers,108,Box Score,,20689,
Sun Apr 28 2002,3:00p,Dallas Mavericks,115,Minnesota Timberwolves,102,Box Score,,18795,
Sun Apr 28 2002,5:30p,Los Angeles Lakers,92,Portland Trail Blazers,91,Box Score,,20580,
Mon Apr 29 2002,7:30p,Detroit Pistons,83,Toronto Raptors,89,Box Score,,20112,
Mon Apr 29 2002,10:00p,Sacramento Kings,91,Utah Jazz,86,Box Score,,19911,
Tue Apr 30 2002,7:00p,Charlotte Hornets,102,Orlando Magic,85,Box Score,,16254,
Tue Apr 30 2002,9:30p,New Jersey Nets,74,Indiana Pacers,97,Box Score,,18345,
Wed May 1 2002,8:00p,Boston Celtics,81,Philadelphia 76ers,83,Box Score,,20904,
Wed May 1 2002,10:30p,San Antonio Spurs,79,Seattle SuperSonics,91,Box Score,,17072,
Thu May 2 2002,7:00p,Indiana Pacers,109,New Jersey Nets,120,Box Score,2OT,20049,
Thu May 2 2002,8:30p,Toronto Raptors,82,Detroit Pistons,85,Box Score,,22076,
Fri May 3 2002,7:00p,Philadelphia 76ers,87,Boston Celtics,120,Box Score,,18624,
Fri May 3 2002,9:30p,Seattle SuperSonics,78,San Antonio Spurs,101,Box Score,,23369,
Sat May 4 2002,6:30p,Dallas Mavericks,91,Sacramento Kings,108,Box Score,,17317,
Sun May 5 2002,12:30p,Charlotte Hornets,93,New Jersey Nets,99,Box Score,,19071,
Sun May 5 2002,3:00p,Boston Celtics,84,Detroit Pistons,96,Box Score,,20252,
Sun May 5 2002,5:30p,San Antonio Spurs,80,Los Angeles Lakers,86,Box Score,,18997,
Mon May 6 2002,9:00p,Dallas Mavericks,110,Sacramento Kings,102,Box Score,,17317,
Tue May 7 2002,8:00p,Charlotte Hornets,88,New Jersey Nets,102,Box Score,,20049,
Tue May 7 2002,10:30p,San Antonio Spurs,88,Los Angeles Lakers,85,Box Score,,18997,
Wed May 8 2002,8:00p,Boston Celtics,85,Detroit Pistons,77,Box Score,,22076,
Thu May 9 2002,7:00p,New Jersey Nets,97,Charlotte Hornets,115,Box Score,,11363,
Thu May 9 2002,9:30p,Sacramento Kings,125,Dallas Mavericks,119,Box Score,,20265,
Fri May 10 2002,7:00p,Detroit Pistons,64,Boston Celtics,66,Box Score,,18624,
Fri May 10 2002,9:30p,Los Angeles Lakers,99,San Antonio Spurs,89,Box Score,,35520,
Sat May 11 2002,3:30p,Sacramento Kings,115,Dallas Mavericks,113,Box Score,OT,20274,
Sun May 12 2002,12:30p,New Jersey Nets,89,Charlotte Hornets,79,Box Score,,13864,
Sun May 12 2002,3:00p,Detroit Pistons,79,Boston Celtics,90,Box Score,,18624,
Sun May 12 2002,5:30p,Los Angeles Lakers,87,San Antonio Spurs,85,Box Score,,32342,
Mon May 13 2002,9:00p,Dallas Mavericks,101,Sacramento Kings,114,Box Score,,17317,
Tue May 14 2002,8:00p,Boston Celtics,90,Detroit Pistons,81,Box Score,,22076,
Tue May 14 2002,10:30p,San Antonio Spurs,87,Los Angeles Lakers,93,Box Score,,18997,
Wed May 15 2002,8:00p,Charlotte Hornets,95,New Jersey Nets,103,Box Score,,20049,
Sat May 18 2002,6:30p,Los Angeles Lakers,106,Sacramento Kings,99,Box Score,,17317,
Sun May 19 2002,5:30p,Boston Celtics,97,New Jersey Nets,104,Box Score,,20049,
Mon May 20 2002,9:30p,Los Angeles Lakers,90,Sacramento Kings,96,Box Score,,17317,
Tue May 21 2002,8:30p,Boston Celtics,93,New Jersey Nets,86,Box Score,,19850,
Fri May 24 2002,9:00p,Sacramento Kings,103,Los Angeles Lakers,90,Box Score,,18997,
Sat May 25 2002,5:30p,New Jersey Nets,90,Boston Celtics,94,Box Score,,18624,
Sun May 26 2002,5:30p,Sacramento Kings,99,Los Angeles Lakers,100,Box Score,,18997,
Mon May 27 2002,5:30p,New Jersey Nets,94,Boston Celtics,92,Box Score,,18624,
Tue May 28 2002,9:00p,Los Angeles Lakers,91,Sacramento Kings,92,Box Score,,17317,
Wed May 29 2002,9:00p,Boston Celtics,92,New Jersey Nets,103,Box Score,,19850,
Fri May 31 2002,7:00p,New Jersey Nets,96,Boston Celtics,88,Box Score,,18624,
Fri May 31 2002,9:30p,Sacramento Kings,102,Los Angeles Lakers,106,Box Score,,18997,
Sun Jun 2 2002,7:30p,Los Angeles Lakers,112,Sacramento Kings,106,Box Score,OT,17317,
Wed Jun 5 2002,9:00p,New Jersey Nets,94,Los Angeles Lakers,99,Box Score,,18997,
Fri Jun 7 2002,9:00p,New Jersey Nets,83,Los Angeles Lakers,106,Box Score,,18997,
Sun Jun 9 2002,8:30p,Los Angeles Lakers,106,New Jersey Nets,103,Box Score,,19215,
Wed Jun 12 2002,9:00p,Los Angeles Lakers,113,New Jersey Nets,107,Box Score,,19296,
