Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Feb 28 2001,10:30p,Orlando Magic,97,Phoenix Suns,91,Box Score,,17441,
Thu Mar 1 2001,7:30p,Seattle SuperSonics,101,Cleveland Cavaliers,99,Box Score,OT,11937,
Thu Mar 1 2001,7:30p,Boston Celtics,88,New York Knicks,95,Box Score,,19763,
Thu Mar 1 2001,8:00p,Houston Rockets,108,Milwaukee Bucks,91,Box Score,,15426,
Thu Mar 1 2001,8:00p,Phoenix Suns,71,San Antonio Spurs,91,Box Score,,16209,
Thu Mar 1 2001,10:00p,Los Angeles Clippers,81,Portland Trail Blazers,94,Box Score,,20352,
Fri Mar 2 2001,7:00p,Seattle SuperSonics,86,Indiana Pacers,83,Box Score,,18345,
Fri Mar 2 2001,7:00p,Washington Wizards,102,Philadelphia 76ers,107,Box Score,,20257,
Fri Mar 2 2001,7:30p,Charlotte Hornets,105,Atlanta Hawks,99,Box Score,,14133,
Fri Mar 2 2001,7:30p,Utah Jazz,99,Boston Celtics,103,Box Score,,18624,
Fri Mar 2 2001,7:30p,Cleveland Cavaliers,94,Orlando Magic,120,Box Score,,14768,
Fri Mar 2 2001,7:30p,New Jersey Nets,90,Toronto Raptors,107,Box Score,,19800,
Fri Mar 2 2001,8:00p,Miami Heat,97,Detroit Pistons,93,Box Score,OT,15454,
Fri Mar 2 2001,8:30p,New York Knicks,72,Chicago Bulls,81,Box Score,,21779,
Fri Mar 2 2001,9:00p,Minnesota Timberwolves,89,Denver Nuggets,71,Box Score,,17844,
Fri Mar 2 2001,10:30p,Sacramento Kings,81,Los Angeles Clippers,88,Box Score,,19415,
Sat Mar 3 2001,3:30p,Los Angeles Lakers,98,Vancouver Grizzlies,88,Box Score,,19193,
Sat Mar 3 2001,8:30p,Houston Rockets,95,Dallas Mavericks,100,Box Score,,18187,
Sat Mar 3 2001,8:30p,Chicago Bulls,122,Milwaukee Bucks,126,Box Score,2OT,18717,
Sat Mar 3 2001,8:30p,Atlanta Hawks,95,San Antonio Spurs,124,Box Score,,29974,
Sat Mar 3 2001,9:00p,Denver Nuggets,82,Phoenix Suns,97,Box Score,,18889,
Sat Mar 3 2001,10:00p,Golden State Warriors,91,Portland Trail Blazers,122,Box Score,,20465,
Sun Mar 4 2001,12:30p,Orlando Magic,84,Detroit Pistons,93,Box Score,,14380,
Sun Mar 4 2001,12:30p,New York Knicks,88,Toronto Raptors,98,Box Score,,19800,
Sun Mar 4 2001,3:00p,Charlotte Hornets,116,Boston Celtics,97,Box Score,,17146,
Sun Mar 4 2001,3:00p,New Jersey Nets,120,Indiana Pacers,96,Box Score,,18345,
Sun Mar 4 2001,3:00p,Utah Jazz,118,Washington Wizards,98,Box Score,,17427,
Sun Mar 4 2001,3:30p,Seattle SuperSonics,111,Minnesota Timberwolves,119,Box Score,OT,19006,
Sun Mar 4 2001,7:30p,Miami Heat,91,Cleveland Cavaliers,79,Box Score,,14078,
Sun Mar 4 2001,9:30p,Golden State Warriors,95,Los Angeles Lakers,110,Box Score,,18997,
Mon Mar 5 2001,7:30p,Utah Jazz,109,Atlanta Hawks,102,Box Score,,10841,
Mon Mar 5 2001,7:30p,Detroit Pistons,84,Miami Heat,87,Box Score,,15812,
Mon Mar 5 2001,7:30p,Milwaukee Bucks,107,New Jersey Nets,100,Box Score,,3216,
Mon Mar 5 2001,7:30p,Dallas Mavericks,81,Orlando Magic,95,Box Score,,13636,
Mon Mar 5 2001,10:00p,San Antonio Spurs,91,Vancouver Grizzlies,77,Box Score,,10798,
Mon Mar 5 2001,10:30p,Denver Nuggets,86,Los Angeles Clippers,99,Box Score,,12068,
Tue Mar 6 2001,7:00p,Minnesota Timberwolves,95,Charlotte Hornets,89,Box Score,,12630,
Tue Mar 6 2001,8:00p,Indiana Pacers,83,New York Knicks,97,Box Score,,19763,
Tue Mar 6 2001,8:30p,Cleveland Cavaliers,74,Chicago Bulls,87,Box Score,,20903,
Tue Mar 6 2001,9:00p,Phoenix Suns,93,Denver Nuggets,82,Box Score,,15763,
Tue Mar 6 2001,9:00p,Toronto Raptors,91,Sacramento Kings,98,Box Score,,17317,
Tue Mar 6 2001,10:00p,Vancouver Grizzlies,105,Portland Trail Blazers,97,Box Score,,20580,
Tue Mar 6 2001,10:00p,San Antonio Spurs,101,Seattle SuperSonics,73,Box Score,,14392,
Tue Mar 6 2001,10:30p,Los Angeles Lakers,97,Golden State Warriors,85,Box Score,,20181,
Wed Mar 7 2001,7:00p,Milwaukee Bucks,101,Boston Celtics,94,Box Score,,14818,
Wed Mar 7 2001,7:00p,New York Knicks,79,Indiana Pacers,75,Box Score,,18345,
Wed Mar 7 2001,7:00p,New Jersey Nets,94,Philadelphia 76ers,102,Box Score,,19930,
Wed Mar 7 2001,7:30p,Houston Rockets,104,Atlanta Hawks,98,Box Score,,15937,
Wed Mar 7 2001,7:30p,Washington Wizards,88,Cleveland Cavaliers,83,Box Score,,11742,
Wed Mar 7 2001,7:30p,Dallas Mavericks,93,Miami Heat,86,Box Score,,15864,
Wed Mar 7 2001,7:30p,Detroit Pistons,102,Orlando Magic,112,Box Score,,13791,
Wed Mar 7 2001,8:00p,Sacramento Kings,100,Phoenix Suns,89,Box Score,,19023,
Wed Mar 7 2001,9:00p,Seattle SuperSonics,82,Utah Jazz,86,Box Score,,19819,
Wed Mar 7 2001,10:30p,Toronto Raptors,85,Los Angeles Lakers,97,Box Score,,18997,
Thu Mar 8 2001,7:30p,Orlando Magic,84,Charlotte Hornets,97,Box Score,,15927,
Thu Mar 8 2001,8:00p,San Antonio Spurs,93,Portland Trail Blazers,79,Box Score,,20267,
Thu Mar 8 2001,8:30p,Los Angeles Clippers,87,Houston Rockets,99,Box Score,,11582,
Fri Mar 9 2001,7:00p,Cleveland Cavaliers,84,Indiana Pacers,99,Box Score,,17502,
Fri Mar 9 2001,7:00p,Atlanta Hawks,103,Philadelphia 76ers,108,Box Score,,20672,
Fri Mar 9 2001,7:30p,Washington Wizards,72,Boston Celtics,104,Box Score,,14401,
Fri Mar 9 2001,7:30p,Minnesota Timberwolves,79,Miami Heat,86,Box Score,,16500,
Fri Mar 9 2001,7:30p,New York Knicks,83,New Jersey Nets,96,Box Score,,20049,
Fri Mar 9 2001,8:00p,Chicago Bulls,75,Detroit Pistons,108,Box Score,,16765,
Fri Mar 9 2001,8:30p,Golden State Warriors,73,Dallas Mavericks,102,Box Score,,18187,
Fri Mar 9 2001,9:00p,Phoenix Suns,95,Utah Jazz,107,Box Score,,19911,
Fri Mar 9 2001,10:00p,Toronto Raptors,110,Seattle SuperSonics,99,Box Score,,17072,
Fri Mar 9 2001,10:00p,Portland Trail Blazers,85,Vancouver Grizzlies,95,Box Score,,15512,
Fri Mar 9 2001,10:30p,San Antonio Spurs,93,Los Angeles Lakers,89,Box Score,OT,18997,
Fri Mar 9 2001,10:30p,Denver Nuggets,104,Sacramento Kings,110,Box Score,,17317,
Sat Mar 10 2001,7:00p,New Jersey Nets,101,Washington Wizards,107,Box Score,,17857,
Sat Mar 10 2001,7:30p,Chicago Bulls,90,Atlanta Hawks,93,Box Score,,15488,
Sat Mar 10 2001,7:30p,Milwaukee Bucks,90,Charlotte Hornets,100,Box Score,,18472,
Sat Mar 10 2001,7:30p,Minnesota Timberwolves,93,Orlando Magic,105,Box Score,,17248,
Sat Mar 10 2001,8:30p,Golden State Warriors,81,Houston Rockets,86,Box Score,,12215,
Sun Mar 11 2001,12:30p,Miami Heat,83,New York Knicks,86,Box Score,,19763,
Sun Mar 11 2001,3:00p,Philadelphia 76ers,97,Boston Celtics,91,Box Score,,18624,
Sun Mar 11 2001,3:30p,Toronto Raptors,101,Vancouver Grizzlies,84,Box Score,,19193,
Sun Mar 11 2001,5:30p,Utah Jazz,90,Sacramento Kings,105,Box Score,,17317,
Sun Mar 11 2001,7:00p,Indiana Pacers,78,Detroit Pistons,95,Box Score,,13926,
Sun Mar 11 2001,7:30p,Milwaukee Bucks,110,Cleveland Cavaliers,124,Box Score,,13235,
Sun Mar 11 2001,8:00p,Houston Rockets,92,Phoenix Suns,94,Box Score,,19023,
Sun Mar 11 2001,8:30p,Los Angeles Clippers,93,Dallas Mavericks,111,Box Score,,18187,
Sun Mar 11 2001,9:30p,Seattle SuperSonics,109,Los Angeles Lakers,97,Box Score,OT,18997,
Mon Mar 12 2001,7:00p,Chicago Bulls,94,Charlotte Hornets,102,Box Score,,17364,
Mon Mar 12 2001,8:00p,Miami Heat,77,Minnesota Timberwolves,94,Box Score,,17882,
Mon Mar 12 2001,8:30p,Los Angeles Clippers,81,San Antonio Spurs,99,Box Score,,21974,
Mon Mar 12 2001,10:30p,Denver Nuggets,84,Golden State Warriors,79,Box Score,,10274,
Tue Mar 13 2001,7:00p,Milwaukee Bucks,101,Toronto Raptors,97,Box Score,,19800,
Tue Mar 13 2001,7:30p,Vancouver Grizzlies,99,Atlanta Hawks,109,Box Score,,9664,
Tue Mar 13 2001,7:30p,Cleveland Cavaliers,79,New York Knicks,98,Box Score,,19763,
Tue Mar 13 2001,8:00p,Sacramento Kings,114,Orlando Magic,108,Box Score,OT,16157,
Tue Mar 13 2001,8:30p,New Jersey Nets,98,Dallas Mavericks,122,Box Score,,15934,
Tue Mar 13 2001,8:30p,Indiana Pacers,118,Houston Rockets,127,Box Score,3OT,13097,
Tue Mar 13 2001,10:00p,Portland Trail Blazers,90,Seattle SuperSonics,99,Box Score,,17072,
Tue Mar 13 2001,10:30p,Boston Celtics,107,Los Angeles Lakers,112,Box Score,,18997,
Wed Mar 14 2001,7:00p,Detroit Pistons,96,Washington Wizards,103,Box Score,,13822,
Wed Mar 14 2001,7:30p,Vancouver Grizzlies,95,Charlotte Hornets,100,Box Score,,16018,
Wed Mar 14 2001,7:30p,Orlando Magic,97,Cleveland Cavaliers,87,Box Score,,12943,
Wed Mar 14 2001,7:30p,Sacramento Kings,104,Miami Heat,114,Box Score,,19600,
Wed Mar 14 2001,8:00p,Minnesota Timberwolves,100,San Antonio Spurs,106,Box Score,OT,35676,
Wed Mar 14 2001,8:30p,Philadelphia 76ers,85,Chicago Bulls,67,Box Score,,22835,
Wed Mar 14 2001,9:00p,Indiana Pacers,83,Denver Nuggets,95,Box Score,,14313,
Wed Mar 14 2001,10:00p,Phoenix Suns,84,Portland Trail Blazers,79,Box Score,,19980,
Wed Mar 14 2001,10:30p,Utah Jazz,102,Golden State Warriors,83,Box Score,,16186,
Thu Mar 15 2001,7:30p,Los Angeles Lakers,125,Detroit Pistons,119,Box Score,OT,22076,
Thu Mar 15 2001,7:30p,Toronto Raptors,72,New York Knicks,88,Box Score,,19763,
Thu Mar 15 2001,8:00p,Seattle SuperSonics,108,Milwaukee Bucks,102,Box Score,,16112,
Thu Mar 15 2001,8:30p,Minnesota Timberwolves,83,Dallas Mavericks,103,Box Score,,17472,
Thu Mar 15 2001,8:30p,New Jersey Nets,106,Houston Rockets,108,Box Score,,11928,
Thu Mar 15 2001,9:00p,Boston Celtics,105,Phoenix Suns,101,Box Score,,18084,
Fri Mar 16 2001,7:00p,Atlanta Hawks,97,Indiana Pacers,103,Box Score,,18345,
Fri Mar 16 2001,7:00p,Sacramento Kings,100,Philadelphia 76ers,79,Box Score,,20866,
Fri Mar 16 2001,7:00p,Los Angeles Lakers,101,Washington Wizards,89,Box Score,,20674,
Fri Mar 16 2001,7:30p,Charlotte Hornets,109,Cleveland Cavaliers,114,Box Score,,16827,
Fri Mar 16 2001,7:30p,Vancouver Grizzlies,99,Orlando Magic,103,Box Score,,15278,
Fri Mar 16 2001,8:30p,Seattle SuperSonics,90,Chicago Bulls,80,Box Score,,21970,
Fri Mar 16 2001,8:30p,New Jersey Nets,86,San Antonio Spurs,95,Box Score,,21726,
Fri Mar 16 2001,9:00p,Boston Celtics,87,Denver Nuggets,83,Box Score,,16406,
Fri Mar 16 2001,10:00p,Utah Jazz,87,Portland Trail Blazers,90,Box Score,,20580,
Fri Mar 16 2001,10:30p,Golden State Warriors,76,Los Angeles Clippers,94,Box Score,,15860,
Sat Mar 17 2001,7:30p,Detroit Pistons,106,Atlanta Hawks,90,Box Score,,14453,
Sat Mar 17 2001,7:30p,Washington Wizards,93,Charlotte Hornets,95,Box Score,,16502,
Sat Mar 17 2001,7:30p,Vancouver Grizzlies,81,Miami Heat,95,Box Score,,16500,
Sat Mar 17 2001,7:30p,Chicago Bulls,80,New York Knicks,101,Box Score,,19763,
Sat Mar 17 2001,8:30p,Phoenix Suns,99,Dallas Mavericks,109,Box Score,,18187,
Sat Mar 17 2001,8:30p,San Antonio Spurs,99,Houston Rockets,103,Box Score,,16285,
Sat Mar 17 2001,8:30p,Philadelphia 76ers,78,Milwaukee Bucks,87,Box Score,,18717,
Sun Mar 18 2001,12:00p,Los Angeles Lakers,95,Orlando Magic,90,Box Score,,17248,
Sun Mar 18 2001,3:00p,Sacramento Kings,95,Indiana Pacers,101,Box Score,,18345,
Sun Mar 18 2001,3:30p,Cleveland Cavaliers,76,Minnesota Timberwolves,91,Box Score,,18718,
Sun Mar 18 2001,7:00p,Milwaukee Bucks,100,Detroit Pistons,96,Box Score,,12953,
Sun Mar 18 2001,9:00p,Seattle SuperSonics,104,Golden State Warriors,99,Box Score,,13352,
Sun Mar 18 2001,9:00p,Utah Jazz,111,Los Angeles Clippers,96,Box Score,,19292,
Sun Mar 18 2001,10:00p,New Jersey Nets,84,Denver Nuggets,98,Box Score,,14861,
Mon Mar 19 2001,7:30p,Los Angeles Lakers,106,Atlanta Hawks,108,Box Score,,19707,
Mon Mar 19 2001,8:30p,Portland Trail Blazers,85,San Antonio Spurs,98,Box Score,,22393,
Mon Mar 19 2001,10:00p,Philadelphia 76ers,89,Seattle SuperSonics,93,Box Score,,17072,
Tue Mar 20 2001,7:30p,New York Knicks,110,Cleveland Cavaliers,75,Box Score,,16527,
Tue Mar 20 2001,7:30p,Vancouver Grizzlies,90,New Jersey Nets,104,Box Score,,14531,
Tue Mar 20 2001,8:00p,Indiana Pacers,81,Toronto Raptors,102,Box Score,,19800,
Tue Mar 20 2001,8:30p,Orlando Magic,103,Chicago Bulls,95,Box Score,,21768,
Tue Mar 20 2001,8:30p,Portland Trail Blazers,96,Dallas Mavericks,88,Box Score,,18187,
Tue Mar 20 2001,9:00p,Washington Wizards,91,Phoenix Suns,105,Box Score,,17245,
Tue Mar 20 2001,9:00p,Detroit Pistons,79,Utah Jazz,84,Box Score,,18890,
Tue Mar 20 2001,10:30p,Philadelphia 76ers,77,Los Angeles Clippers,88,Box Score,,19680,
Tue Mar 20 2001,10:30p,Houston Rockets,109,Sacramento Kings,125,Box Score,,17317,
Wed Mar 21 2001,7:00p,San Antonio Spurs,97,Boston Celtics,77,Box Score,,15764,
Wed Mar 21 2001,7:00p,Orlando Magic,95,Indiana Pacers,96,Box Score,,17926,
Wed Mar 21 2001,7:30p,Toronto Raptors,95,Charlotte Hornets,111,Box Score,,15746,
Wed Mar 21 2001,7:30p,Chicago Bulls,81,Miami Heat,109,Box Score,,16383,
Wed Mar 21 2001,8:00p,Los Angeles Lakers,100,Milwaukee Bucks,107,Box Score,,18717,
Wed Mar 21 2001,8:00p,Dallas Mavericks,97,Minnesota Timberwolves,109,Box Score,,18101,
Wed Mar 21 2001,10:30p,Washington Wizards,99,Golden State Warriors,94,Box Score,,10308,
Thu Mar 22 2001,7:30p,San Antonio Spurs,115,Atlanta Hawks,101,Box Score,,12124,
Thu Mar 22 2001,7:30p,Vancouver Grizzlies,95,Cleveland Cavaliers,109,Box Score,,12168,
Thu Mar 22 2001,7:30p,Boston Celtics,113,New Jersey Nets,98,Box Score,,12621,
Thu Mar 22 2001,9:00p,Portland Trail Blazers,101,Utah Jazz,99,Box Score,,19911,
Thu Mar 22 2001,10:00p,Phoenix Suns,91,Seattle SuperSonics,88,Box Score,,17072,
Thu Mar 22 2001,10:30p,Houston Rockets,92,Los Angeles Clippers,97,Box Score,,14059,
Thu Mar 22 2001,10:30p,Detroit Pistons,98,Sacramento Kings,103,Box Score,,17317,
Fri Mar 23 2001,7:00p,Vancouver Grizzlies,75,Indiana Pacers,95,Box Score,,18345,
Fri Mar 23 2001,7:00p,Atlanta Hawks,86,Toronto Raptors,112,Box Score,,19554,
Fri Mar 23 2001,7:30p,New Jersey Nets,95,New York Knicks,86,Box Score,,19763,
Fri Mar 23 2001,8:00p,Denver Nuggets,90,Minnesota Timberwolves,101,Box Score,,18777,
Fri Mar 23 2001,8:30p,Charlotte Hornets,90,Chicago Bulls,93,Box Score,OT,21957,
Fri Mar 23 2001,8:30p,Orlando Magic,103,Milwaukee Bucks,115,Box Score,,18717,
Fri Mar 23 2001,9:00p,Philadelphia 76ers,71,Phoenix Suns,84,Box Score,,19023,
Fri Mar 23 2001,10:30p,Washington Wizards,91,Los Angeles Lakers,104,Box Score,,18997,
Sat Mar 24 2001,7:30p,Denver Nuggets,105,Cleveland Cavaliers,117,Box Score,,16519,
Sat Mar 24 2001,8:30p,Charlotte Hornets,100,Dallas Mavericks,103,Box Score,,18187,
Sat Mar 24 2001,9:00p,Washington Wizards,93,Utah Jazz,119,Box Score,,19353,
Sat Mar 24 2001,10:00p,Houston Rockets,90,Seattle SuperSonics,93,Box Score,,16557,
Sat Mar 24 2001,10:30p,Detroit Pistons,95,Golden State Warriors,103,Box Score,,14832,
Sun Mar 25 2001,12:00p,San Antonio Spurs,83,Miami Heat,88,Box Score,,16500,
Sun Mar 25 2001,12:00p,Indiana Pacers,82,Orlando Magic,84,Box Score,,15283,
Sun Mar 25 2001,12:00p,Vancouver Grizzlies,92,Toronto Raptors,102,Box Score,,19800,
Sun Mar 25 2001,2:30p,Atlanta Hawks,98,Milwaukee Bucks,105,Box Score,,18717,
Sun Mar 25 2001,3:00p,Chicago Bulls,98,Boston Celtics,102,Box Score,,18624,
Sun Mar 25 2001,3:30p,New Jersey Nets,91,Minnesota Timberwolves,105,Box Score,,19006,
Sun Mar 25 2001,6:30p,Los Angeles Lakers,84,Sacramento Kings,72,Box Score,,17317,
Mon Mar 26 2001,7:00p,Milwaukee Bucks,78,Philadelphia 76ers,90,Box Score,,20561,
Mon Mar 26 2001,8:30p,Denver Nuggets,109,Chicago Bulls,104,Box Score,OT,21748,
Mon Mar 26 2001,9:00p,Los Angeles Lakers,83,Phoenix Suns,104,Box Score,,19023,
Mon Mar 26 2001,9:00p,Dallas Mavericks,98,Utah Jazz,90,Box Score,,19911,
Mon Mar 26 2001,10:00p,Los Angeles Clippers,96,Portland Trail Blazers,104,Box Score,,20580,
Mon Mar 26 2001,10:00p,Cleveland Cavaliers,86,Seattle SuperSonics,104,Box Score,,12656,
Mon Mar 26 2001,10:30p,New York Knicks,89,Golden State Warriors,87,Box Score,OT,17207,
Tue Mar 27 2001,7:00p,Indiana Pacers,110,Washington Wizards,102,Box Score,,16304,
Tue Mar 27 2001,7:30p,Boston Celtics,115,Atlanta Hawks,112,Box Score,OT,10641,
Tue Mar 27 2001,8:00p,Toronto Raptors,101,Miami Heat,92,Box Score,,18221,
Tue Mar 27 2001,8:30p,Utah Jazz,86,Houston Rockets,109,Box Score,,13095,
Tue Mar 27 2001,8:30p,Charlotte Hornets,79,San Antonio Spurs,93,Box Score,,22109,
Tue Mar 27 2001,10:30p,Detroit Pistons,94,Los Angeles Clippers,101,Box Score,,13262,
Tue Mar 27 2001,10:30p,New York Knicks,117,Sacramento Kings,124,Box Score,OT,17317,
Wed Mar 28 2001,7:30p,Denver Nuggets,96,New Jersey Nets,99,Box Score,,17551,
Wed Mar 28 2001,8:00p,Orlando Magic,96,Philadelphia 76ers,95,Box Score,,20683,
Wed Mar 28 2001,9:00p,Cleveland Cavaliers,94,Phoenix Suns,103,Box Score,,18312,
Wed Mar 28 2001,10:00p,Dallas Mavericks,94,Portland Trail Blazers,84,Box Score,,20580,
Wed Mar 28 2001,10:00p,Minnesota Timberwolves,93,Seattle SuperSonics,94,Box Score,,15916,
Wed Mar 28 2001,10:30p,Sacramento Kings,108,Los Angeles Lakers,84,Box Score,,18997,
Thu Mar 29 2001,7:00p,Golden State Warriors,100,Washington Wizards,116,Box Score,,13041,
Thu Mar 29 2001,7:30p,Indiana Pacers,93,Atlanta Hawks,104,Box Score,,11748,
Thu Mar 29 2001,8:00p,Miami Heat,96,Milwaukee Bucks,104,Box Score,,18574,
Thu Mar 29 2001,8:00p,Utah Jazz,88,San Antonio Spurs,106,Box Score,,24327,
Thu Mar 29 2001,8:30p,Boston Celtics,106,Chicago Bulls,104,Box Score,,22233,
Thu Mar 29 2001,8:30p,Phoenix Suns,90,Houston Rockets,85,Box Score,,12230,
Thu Mar 29 2001,10:00p,New York Knicks,68,Vancouver Grizzlies,89,Box Score,,15949,
Fri Mar 30 2001,7:00p,Golden State Warriors,89,Philadelphia 76ers,102,Box Score,,20958,
Fri Mar 30 2001,7:00p,New Jersey Nets,99,Toronto Raptors,110,Box Score,,19217,
Fri Mar 30 2001,7:30p,Indiana Pacers,92,Boston Celtics,87,Box Score,,18624,
Fri Mar 30 2001,7:30p,Denver Nuggets,103,Charlotte Hornets,96,Box Score,,15983,
Fri Mar 30 2001,8:00p,Orlando Magic,97,Detroit Pistons,100,Box Score,,18161,
Fri Mar 30 2001,9:00p,Cleveland Cavaliers,88,Utah Jazz,95,Box Score,,19772,
Fri Mar 30 2001,10:00p,New York Knicks,79,Portland Trail Blazers,96,Box Score,,20580,
Fri Mar 30 2001,10:00p,Los Angeles Clippers,84,Seattle SuperSonics,94,Box Score,,14522,
Fri Mar 30 2001,10:30p,Dallas Mavericks,89,Los Angeles Lakers,98,Box Score,,18997,
Fri Mar 30 2001,10:30p,Minnesota Timberwolves,98,Sacramento Kings,110,Box Score,,17317,
Sat Mar 31 2001,7:00p,Houston Rockets,96,Washington Wizards,86,Box Score,,20674,
Sat Mar 31 2001,7:30p,Denver Nuggets,88,Atlanta Hawks,99,Box Score,,16030,
Sat Mar 31 2001,8:30p,Miami Heat,97,Chicago Bulls,90,Box Score,,22301,
Sat Mar 31 2001,8:30p,Milwaukee Bucks,86,San Antonio Spurs,77,Box Score,,35944,
Sat Mar 31 2001,10:30p,Cleveland Cavaliers,97,Los Angeles Clippers,104,Box Score,,15544,
Sun Apr 1 2001,12:30p,Indiana Pacers,93,Philadelphia 76ers,104,Box Score,,20690,
Sun Apr 1 2001,3:00p,Boston Celtics,79,Charlotte Hornets,80,Box Score,,15103,
Sun Apr 1 2001,3:00p,Minnesota Timberwolves,99,Portland Trail Blazers,95,Box Score,,20580,
Sun Apr 1 2001,3:00p,Utah Jazz,92,Vancouver Grizzlies,73,Box Score,,13093,
Sun Apr 1 2001,5:30p,New York Knicks,79,Los Angeles Lakers,78,Box Score,,18997,
Sun Apr 1 2001,5:30p,Orlando Magic,104,Toronto Raptors,101,Box Score,,19971,
Sun Apr 1 2001,8:00p,Golden State Warriors,87,Detroit Pistons,104,Box Score,,12237,
Sun Apr 1 2001,8:00p,Houston Rockets,98,New Jersey Nets,101,Box Score,,12142,
Sun Apr 1 2001,8:00p,Milwaukee Bucks,99,Phoenix Suns,106,Box Score,,18464,
Sun Apr 1 2001,9:00p,Dallas Mavericks,119,Sacramento Kings,107,Box Score,,17317,
Tue Apr 3 2001,7:30p,Boston Celtics,82,Miami Heat,77,Box Score,,16500,
Tue Apr 3 2001,7:30p,Charlotte Hornets,103,New Jersey Nets,88,Box Score,,14452,
Tue Apr 3 2001,7:30p,Orlando Magic,82,New York Knicks,94,Box Score,,19763,
Tue Apr 3 2001,8:00p,Phoenix Suns,81,Indiana Pacers,85,Box Score,,17616,
Tue Apr 3 2001,8:00p,Philadelphia 76ers,85,Toronto Raptors,100,Box Score,,19800,
Tue Apr 3 2001,8:00p,Los Angeles Lakers,96,Utah Jazz,88,Box Score,,19911,
Tue Apr 3 2001,8:30p,Detroit Pistons,110,Chicago Bulls,83,Box Score,,21749,
Tue Apr 3 2001,8:30p,Dallas Mavericks,109,Houston Rockets,97,Box Score,,11926,
Tue Apr 3 2001,8:30p,Seattle SuperSonics,89,San Antonio Spurs,107,Box Score,,19672,
Tue Apr 3 2001,9:00p,Portland Trail Blazers,92,Denver Nuggets,94,Box Score,,13755,
Tue Apr 3 2001,10:30p,Milwaukee Bucks,107,Sacramento Kings,101,Box Score,,17317,
Wed Apr 4 2001,7:00p,Miami Heat,86,Washington Wizards,84,Box Score,,12904,
Wed Apr 4 2001,7:30p,Phoenix Suns,103,Charlotte Hornets,94,Box Score,,15205,
Wed Apr 4 2001,7:30p,Toronto Raptors,97,Cleveland Cavaliers,94,Box Score,,15414,
Wed Apr 4 2001,7:30p,Philadelphia 76ers,90,Detroit Pistons,84,Box Score,,16485,
Wed Apr 4 2001,7:30p,Boston Celtics,101,Orlando Magic,108,Box Score,,15689,
Wed Apr 4 2001,8:00p,Portland Trail Blazers,79,Minnesota Timberwolves,83,Box Score,,17207,
Wed Apr 4 2001,10:00p,Los Angeles Clippers,78,Vancouver Grizzlies,86,Box Score,,11312,
Wed Apr 4 2001,10:30p,Milwaukee Bucks,108,Golden State Warriors,78,Box Score,,11600,
Thu Apr 5 2001,7:30p,Washington Wizards,80,New York Knicks,93,Box Score,,19763,
Thu Apr 5 2001,8:00p,Sacramento Kings,92,Utah Jazz,86,Box Score,,19911,
Thu Apr 5 2001,8:30p,Los Angeles Lakers,100,Chicago Bulls,88,Box Score,,23217,
Thu Apr 5 2001,8:30p,Atlanta Hawks,94,Dallas Mavericks,108,Box Score,,18187,
Thu Apr 5 2001,8:30p,Seattle SuperSonics,88,Houston Rockets,91,Box Score,,11700,
Thu Apr 5 2001,9:00p,San Antonio Spurs,101,Denver Nuggets,80,Box Score,,13796,
Fri Apr 6 2001,7:00p,Cleveland Cavaliers,88,Philadelphia 76ers,96,Box Score,,20767,
Fri Apr 6 2001,7:30p,Los Angeles Lakers,100,Boston Celtics,96,Box Score,,18624,
Fri Apr 6 2001,7:30p,Charlotte Hornets,76,Miami Heat,81,Box Score,,16500,
Fri Apr 6 2001,7:30p,Toronto Raptors,108,Orlando Magic,100,Box Score,,17248,
Fri Apr 6 2001,8:00p,Chicago Bulls,93,Indiana Pacers,100,Box Score,,18345,
Fri Apr 6 2001,8:00p,Phoenix Suns,88,Minnesota Timberwolves,101,Box Score,,18627,
Fri Apr 6 2001,10:00p,Sacramento Kings,118,Vancouver Grizzlies,90,Box Score,,14863,
Fri Apr 6 2001,10:30p,Portland Trail Blazers,122,Golden State Warriors,91,Box Score,,15325,
Fri Apr 6 2001,10:30p,Milwaukee Bucks,110,Los Angeles Clippers,113,Box Score,OT,17329,
Sat Apr 7 2001,7:00p,Boston Celtics,102,Washington Wizards,100,Box Score,,18046,
Sat Apr 7 2001,7:30p,Detroit Pistons,97,Charlotte Hornets,92,Box Score,,16655,
Sat Apr 7 2001,7:30p,Phoenix Suns,102,Cleveland Cavaliers,98,Box Score,,18910,
Sat Apr 7 2001,8:30p,Utah Jazz,116,Dallas Mavericks,103,Box Score,,18187,
Sat Apr 7 2001,8:30p,Atlanta Hawks,97,Houston Rockets,110,Box Score,,12213,
Sat Apr 7 2001,9:00p,Vancouver Grizzlies,97,Denver Nuggets,98,Box Score,,14934,
Sat Apr 7 2001,10:30p,San Antonio Spurs,93,Los Angeles Clippers,83,Box Score,,18964,
Sun Apr 8 2001,12:30p,New York Knicks,76,Miami Heat,81,Box Score,,21103,
Sun Apr 8 2001,1:00p,Indiana Pacers,108,New Jersey Nets,83,Box Score,,20049,
Sun Apr 8 2001,3:00p,Portland Trail Blazers,89,Sacramento Kings,98,Box Score,,17317,
Sun Apr 8 2001,3:00p,Chicago Bulls,88,Toronto Raptors,100,Box Score,,19800,
